ticket_id,customer_id,created_at,resolved_at,category,priority,status,resolution_time_hours,ticket_text
3009,5577-OTWWW,2026-07-13,2026-07-13,other,high,closed,12.24,Requested a copy of past invoices.
3010,5577-OTWWW,2026-08-18,2026-08-19,technical,high,closed,33.59,Requested help configuring an integration.
3011,5577-OTWWW,2026-09-01,2026-09-03,billing,medium,closed,56.69,Reported a failed payment and requested a retry.
3012,6100-QQHEB,2026-06-26,2026-06-27,billing,high,closed,46.6,Customer disputes a charge on their most recent invoice.
3013,6100-QQHEB,2026-08-22,2026-08-22,billing,medium,closed,16.61,Asked why the monthly charge increased without notice.
3014,6366-XIVKZ,2026-06-02,2026-06-02,billing,medium,closed,5.05,Reported a failed payment and requested a retry.
3015,6366-XIVKZ,2026-09-04,2026-09-05,other,high,closed,28.73,General question about plan upgrade options.
3016,3470-OBUET,2026-06-29,2026-06-29,billing,low,closed,12.51,Requested a refund for a duplicate charge.
3017,2770-NSVDG,2026-04-17,2026-04-17,other,high,closed,18.97,Requested a copy of past invoices.
3018,9375-MHRRS,2026-07-01,2026-07-01,billing,low,closed,9.99,Asked why the monthly charge increased without notice.
3019,2634-HCZGT,2026-05-26,2026-05-29,billing,medium,closed,76.81,Customer disputes a charge on their most recent invoice.
3020,2634-HCZGT,2026-04-09,,other,medium,open,,Provided feedback about the onboarding experience.
3021,2634-HCZGT,2026-03-26,2026-03-29,billing,medium,closed,80.22,Requested a refund for a duplicate charge.
3022,2634-HCZGT,2026-04-05,,billing,medium,open,,Requested a refund for a duplicate charge.
3023,7503-QQRVF,2026-04-05,2026-04-06,technical,high,closed,34.86,App crashes when loading the dashboard view.
3024,4860-YZGZM,2026-08-12,2026-08-12,technical,high,closed,19.17,Feature X is not syncing data correctly.
3025,4860-YZGZM,2026-09-09,2026-09-09,technical,low,closed,6.88,Reported repeated login failures over the past week.
3026,4404-HIBDJ,2026-03-31,2026-04-01,technical,high,closed,36.3,Feature X is not syncing data correctly.
3027,7037-MTYVW,2026-04-02,2026-04-03,technical,medium,closed,32.7,App crashes when loading the dashboard view.
3028,7037-MTYVW,2026-05-26,2026-05-26,billing,medium,closed,15.16,Requested a refund for a duplicate charge.
3029,7295-JOMMD,2026-08-16,,billing,low,open,,Requested a refund for a duplicate charge.
3030,6584-VQMYT,2026-08-06,2026-08-06,billing,medium,closed,11.84,Customer disputes a charge on their most recent invoice.
3031,6584-VQMYT,2026-06-03,,other,medium,open,,Provided feedback about the onboarding experience.
3032,9838-BFCQT,2026-09-10,2026-09-10,other,medium,closed,15.75,Requested a copy of past invoices.
3033,2790-XUYMV,2026-05-13,2026-05-13,other,medium,closed,7.31,General question about plan upgrade options.
3034,2790-XUYMV,2026-08-21,2026-08-22,technical,medium,closed,45.89,Reported repeated login failures over the past week.
3035,0581-MDMPW,2026-05-12,2026-05-12,technical,medium,closed,2.96,App crashes when loading the dashboard view.
3036,0581-MDMPW,2026-09-14,,technical,low,open,,Feature X is not syncing data correctly.
3037,0581-MDMPW,2026-07-06,2026-07-06,billing,medium,closed,17.54,Asked why the monthly charge increased without notice.
3038,5013-SBUIH,2026-06-07,,technical,medium,open,,Reported repeated login failures over the past week.
3039,5013-SBUIH,2026-07-14,2026-07-15,billing,medium,closed,34.49,Asked why the monthly charge increased without notice.
3040,1023-BQXZE,2026-05-02,2026-05-03,technical,medium,closed,28.61,Requested help configuring an integration.
3041,1023-BQXZE,2026-05-23,2026-05-24,technical,medium,closed,35.73,Feature X is not syncing data correctly.
3042,3904-UKFRE,2026-08-10,,billing,medium,open,,Requested a refund for a duplicate charge.
3043,5353-WILCI,2026-09-04,,other,medium,open,,Provided feedback about the onboarding experience.
3044,0709-TVGUR,2026-07-19,2026-07-21,technical,medium,closed,53.0,Reported repeated login failures over the past week.
3045,0709-TVGUR,2026-08-17,2026-08-18,technical,low,closed,39.79,Requested help configuring an integration.
3046,6023-YEBUP,2026-04-06,,billing,medium,open,,Reported a failed payment and requested a retry.
3047,6023-YEBUP,2026-04-22,,billing,medium,open,,Asked why the monthly charge increased without notice.
3048,6023-YEBUP,2026-08-10,2026-08-12,technical,medium,closed,54.4,Requested help configuring an integration.
3049,7209-JCUDS,2026-05-18,2026-05-21,billing,high,closed,77.83,Asked why the monthly charge increased without notice.
3050,7209-JCUDS,2026-08-15,,billing,low,open,,Asked why the monthly charge increased without notice.
3051,0519-DRGTI,2026-07-13,2026-07-14,technical,low,closed,44.46,App crashes when loading the dashboard view.
3052,3001-CBHLQ,2026-05-14,,technical,low,open,,Reported repeated login failures over the past week.
3053,3001-CBHLQ,2026-06-18,2026-06-18,billing,low,closed,9.8,Reported a failed payment and requested a retry.
3054,6158-DWPZT,2026-08-13,2026-08-14,technical,low,closed,27.42,App crashes when loading the dashboard view.
3055,9372-TXXPS,2026-08-22,2026-08-23,technical,low,closed,41.23,Feature X is not syncing data correctly.
3056,3259-QMXUN,2026-08-13,2026-08-13,technical,medium,closed,5.98,Reported repeated login failures over the past week.
3057,1015-JPFYW,2026-08-21,2026-08-22,billing,medium,closed,30.38,Asked why the monthly charge increased without notice.
3058,4360-QRAVE,2026-08-20,2026-08-20,billing,medium,closed,6.79,Reported a failed payment and requested a retry.
3059,8433-WPJTV,2026-07-06,2026-07-07,other,medium,closed,31.8,Asked about cancellation policy and notice period.
3060,5804-JMYIO,2026-05-27,2026-05-27,technical,low,closed,1.88,Feature X is not syncing data correctly.
3061,3763-GCZHZ,2026-04-28,,other,low,open,,Provided feedback about the onboarding experience.
3062,3763-GCZHZ,2026-03-21,,billing,high,open,,Customer disputes a charge on their most recent invoice.
3063,3763-GCZHZ,2026-07-28,2026-07-29,billing,low,closed,30.71,Customer disputes a charge on their most recent invoice.
3064,3763-GCZHZ,2026-07-25,,billing,medium,open,,Customer disputes a charge on their most recent invoice.
3065,6484-LATFU,2026-09-06,,billing,low,open,,Requested a refund for a duplicate charge.
3066,7599-NTMDP,2026-09-11,,technical,medium,open,,Feature X is not syncing data correctly.
3067,0536-ACXIP,2026-06-20,,billing,low,open,,Asked why the monthly charge increased without notice.
3068,0936-NQLJU,2026-04-17,,billing,high,open,,Asked why the monthly charge increased without notice.
3069,4831-EOBFE,2026-09-10,2026-09-11,technical,low,closed,37.21,Requested help configuring an integration.
3070,4831-EOBFE,2026-07-30,2026-07-31,billing,medium,closed,31.87,Requested a refund for a duplicate charge.
3071,4102-OQUPX,2026-04-26,2026-04-26,other,medium,closed,22.92,Asked about cancellation policy and notice period.
3072,4102-OQUPX,2026-07-12,2026-07-12,technical,low,closed,8.13,App crashes when loading the dashboard view.
3073,4102-OQUPX,2026-07-25,,billing,medium,open,,Asked why the monthly charge increased without notice.
3074,4884-LEVMQ,2026-08-17,2026-08-18,technical,high,closed,40.36,Feature X is not syncing data correctly.
3075,4884-LEVMQ,2026-05-02,,billing,high,open,,Customer disputes a charge on their most recent invoice.
3076,8857-CUPFQ,2026-07-25,,billing,low,open,,Reported a failed payment and requested a retry.
3077,7610-TVOPG,2026-06-19,2026-06-20,billing,medium,closed,34.92,Customer disputes a charge on their most recent invoice.
3078,1845-ZLLIG,2026-07-21,2026-07-22,technical,medium,closed,28.56,Reported repeated login failures over the past week.
3079,1845-ZLLIG,2026-07-01,2026-07-02,billing,high,closed,30.97,Requested a refund for a duplicate charge.
3080,8559-WNQZS,2026-08-24,,technical,high,open,,Feature X is not syncing data correctly.
3081,3999-QGRJH,2026-04-08,,billing,medium,open,,Reported a failed payment and requested a retry.
3082,1699-UOTXU,2026-08-20,,other,medium,open,,Provided feedback about the onboarding experience.
3083,1699-UOTXU,2026-05-19,,other,medium,open,,Requested a copy of past invoices.
3084,2454-RPBRZ,2026-09-12,,other,low,open,,Provided feedback about the onboarding experience.
3085,2454-RPBRZ,2026-05-23,2026-05-25,other,high,closed,61.04,General question about plan upgrade options.
3086,2454-RPBRZ,2026-07-28,2026-07-30,billing,high,closed,61.89,Customer disputes a charge on their most recent invoice.
3087,5993-JSUWV,2026-05-22,2026-05-23,billing,low,closed,25.42,Customer disputes a charge on their most recent invoice.
3088,5387-ASZNZ,2026-06-03,2026-06-04,billing,low,closed,33.68,Requested a refund for a duplicate charge.
3089,5387-ASZNZ,2026-03-23,,other,medium,open,,General question about plan upgrade options.
3090,6988-CJEYV,2026-06-07,2026-06-08,billing,low,closed,43.01,Asked why the monthly charge increased without notice.
3091,2002-MZHWP,2026-07-02,,technical,high,open,,Reported repeated login failures over the past week.
3092,5465-BUBFA,2026-04-01,,technical,medium,open,,Feature X is not syncing data correctly.
3093,7299-GNVPL,2026-04-04,2026-04-05,billing,high,closed,29.97,Requested a refund for a duplicate charge.
3094,7299-GNVPL,2026-03-26,2026-03-26,billing,medium,closed,20.3,Requested a refund for a duplicate charge.
3095,9743-DQKQW,2026-09-07,2026-09-07,other,medium,closed,17.7,General question about plan upgrade options.
3096,9093-FPDLG,2026-06-30,2026-07-01,billing,low,closed,42.94,Asked why the monthly charge increased without notice.
3097,9093-FPDLG,2026-05-29,2026-05-29,other,low,closed,11.1,Requested a copy of past invoices.
3098,9093-FPDLG,2026-04-27,2026-04-27,billing,medium,closed,1.14,Asked why the monthly charge increased without notice.
3099,6985-HAYWX,2026-07-22,2026-07-22,billing,high,closed,8.84,Reported a failed payment and requested a retry.
3100,6985-HAYWX,2026-06-15,,other,low,open,,Requested a copy of past invoices.
3101,7508-KBIMB,2026-07-10,,technical,low,open,,Requested help configuring an integration.
3102,5485-ITNPC,2026-05-19,2026-05-20,other,high,closed,30.34,Requested a copy of past invoices.
3103,0233-FTHAV,2026-07-29,2026-07-30,billing,medium,closed,46.56,Requested a refund for a duplicate charge.
3104,4644-PIZRT,2026-06-29,2026-06-30,technical,low,closed,40.58,App crashes when loading the dashboard view.
3105,4644-PIZRT,2026-08-11,,billing,medium,open,,Reported a failed payment and requested a retry.
3106,8922-NPKBJ,2026-08-25,2026-08-25,other,high,closed,6.47,Asked about cancellation policy and notice period.
3107,2740-TVLFN,2026-08-25,2026-08-25,technical,low,closed,12.24,Requested help configuring an integration.
3108,7771-CFQRQ,2026-09-01,2026-09-01,billing,high,closed,7.97,Asked why the monthly charge increased without notice.
3109,6963-EZQEE,2026-07-04,2026-07-05,technical,medium,closed,40.41,Feature X is not syncing data correctly.
3110,6963-EZQEE,2026-08-11,2026-08-12,billing,high,closed,45.35,Reported a failed payment and requested a retry.
3111,2004-OCQXK,2026-05-19,,technical,low,open,,Feature X is not syncing data correctly.
3112,2004-OCQXK,2026-06-28,2026-07-01,technical,high,closed,73.31,Reported repeated login failures over the past week.
3113,4146-SVFUD,2026-07-04,2026-07-04,billing,medium,closed,1.24,Requested a refund for a duplicate charge.
3114,4146-SVFUD,2026-06-02,2026-06-03,billing,low,closed,41.62,Requested a refund for a duplicate charge.
3115,1564-HJUVY,2026-07-15,2026-07-16,other,low,closed,26.01,Requested a copy of past invoices.
3116,1564-HJUVY,2026-05-30,,technical,high,open,,App crashes when loading the dashboard view.
3117,3617-XLSGQ,2026-08-17,2026-08-18,billing,low,closed,26.66,Asked why the monthly charge increased without notice.
3118,3617-XLSGQ,2026-03-23,2026-03-24,billing,medium,closed,26.74,Asked why the monthly charge increased without notice.
3119,7517-LDMPS,2026-08-05,2026-08-05,technical,high,closed,12.44,Reported repeated login failures over the past week.
3120,7244-KXYZN,2026-09-13,,billing,low,open,,Customer disputes a charge on their most recent invoice.
3121,7244-KXYZN,2026-05-29,,billing,low,open,,Reported a failed payment and requested a retry.
3122,5226-NOZFC,2026-05-20,2026-05-21,billing,low,closed,40.57,Reported a failed payment and requested a retry.
3123,5226-NOZFC,2026-08-12,2026-08-13,other,high,closed,41.67,Asked about cancellation policy and notice period.
3124,2672-HUYVI,2026-06-02,,billing,high,open,,Asked why the monthly charge increased without notice.
3125,7508-MYBOG,2026-08-01,,other,medium,open,,Provided feedback about the onboarding experience.
3126,7508-MYBOG,2026-06-26,2026-06-26,technical,low,closed,3.14,App crashes when loading the dashboard view.
3127,0148-DCDOS,2026-05-03,2026-05-03,technical,low,closed,13.86,App crashes when loading the dashboard view.
3128,0148-DCDOS,2026-08-08,2026-08-09,billing,high,closed,31.48,Reported a failed payment and requested a retry.
3129,8347-GDTMP,2026-04-17,2026-04-17,other,low,closed,22.72,Requested a copy of past invoices.
3130,8347-GDTMP,2026-08-07,2026-08-08,technical,low,closed,46.61,Reported repeated login failures over the past week.
3131,9992-RRAMN,2026-05-20,2026-05-20,technical,low,closed,8.4,Feature X is not syncing data correctly.
3132,6746-WAUWT,2026-05-28,2026-05-28,technical,high,closed,6.7,Feature X is not syncing data correctly.
3133,4550-VBOFE,2026-08-16,,technical,low,open,,Feature X is not syncing data correctly.
3134,2187-PKZAY,2026-07-09,2026-07-09,other,low,closed,2.38,Requested a copy of past invoices.
3135,4003-OCTMP,2026-04-06,2026-04-06,other,medium,closed,12.52,Requested a copy of past invoices.
3136,7225-IILWY,2026-09-06,2026-09-06,technical,medium,closed,14.79,Requested help configuring an integration.
3137,7923-IYJWY,2026-04-05,2026-04-05,other,medium,closed,21.32,Requested a copy of past invoices.
3138,3170-GWYKC,2026-03-25,2026-03-25,billing,medium,closed,1.16,Asked why the monthly charge increased without notice.
3139,3170-GWYKC,2026-06-19,2026-06-19,billing,medium,closed,22.82,Reported a failed payment and requested a retry.
3140,7409-KIUTL,2026-05-17,2026-05-18,technical,medium,closed,46.29,App crashes when loading the dashboard view.
3141,9830-ECLEN,2026-08-20,2026-08-20,other,medium,closed,3.17,Provided feedback about the onboarding experience.
3142,1732-VHUBQ,2026-03-25,,technical,medium,open,,Requested help configuring an integration.
3143,1732-VHUBQ,2026-04-19,,billing,high,open,,Customer disputes a charge on their most recent invoice.
3144,1732-VHUBQ,2026-05-20,2026-05-22,billing,high,closed,64.38,Requested a refund for a duplicate charge.
3145,0495-RVCBF,2026-05-21,2026-05-22,other,low,closed,32.4,Asked about cancellation policy and notice period.
3146,2668-TZSPS,2026-06-25,2026-06-26,other,high,closed,46.01,General question about plan upgrade options.
3147,7854-EDSSA,2026-08-30,2026-08-31,technical,medium,closed,47.02,Feature X is not syncing data correctly.
3148,8869-TORSS,2026-08-24,2026-08-26,billing,medium,closed,60.62,Asked why the monthly charge increased without notice.
3149,8869-TORSS,2026-08-04,,technical,medium,open,,Requested help configuring an integration.
3150,8869-TORSS,2026-05-11,2026-05-13,technical,medium,closed,66.48,App crashes when loading the dashboard view.
3151,8869-TORSS,2026-05-12,2026-05-13,technical,high,closed,26.04,App crashes when loading the dashboard view.
3152,8869-TORSS,2026-08-22,,other,high,open,,Requested a copy of past invoices.
3153,8869-TORSS,2026-07-13,2026-07-13,technical,low,closed,21.47,App crashes when loading the dashboard view.
3154,8234-GSZYK,2026-08-10,2026-08-10,technical,medium,closed,23.75,Reported repeated login failures over the past week.
3155,8234-GSZYK,2026-04-28,2026-04-29,other,low,closed,37.81,Provided feedback about the onboarding experience.
3156,6164-HAQTX,2026-07-17,2026-07-17,other,high,closed,19.1,Requested a copy of past invoices.
3157,6164-HAQTX,2026-05-03,2026-05-04,billing,high,closed,30.28,Customer disputes a charge on their most recent invoice.
3158,0679-IDSTG,2026-08-28,2026-08-29,other,medium,closed,27.11,General question about plan upgrade options.
3159,1658-TJVOA,2026-06-23,2026-06-24,technical,medium,closed,38.28,App crashes when loading the dashboard view.
3160,1658-TJVOA,2026-05-01,2026-05-01,technical,medium,closed,20.91,App crashes when loading the dashboard view.
3161,0953-LGOVU,2026-07-05,,technical,low,open,,App crashes when loading the dashboard view.
3162,0953-LGOVU,2026-04-05,2026-04-05,other,low,closed,18.23,Provided feedback about the onboarding experience.
3163,4692-NNQRU,2026-05-01,2026-05-02,other,medium,closed,36.79,Asked about cancellation policy and notice period.
3164,4692-NNQRU,2026-07-29,,other,high,open,,Asked about cancellation policy and notice period.
3165,7742-MYPGI,2026-06-17,,technical,medium,open,,App crashes when loading the dashboard view.
3166,7742-MYPGI,2026-04-12,2026-04-12,billing,high,closed,22.54,Requested a refund for a duplicate charge.
3167,9619-GSATL,2026-04-24,2026-04-24,other,medium,closed,18.23,Provided feedback about the onboarding experience.
3168,5622-UEJFI,2026-09-14,2026-09-14,technical,low,closed,6.35,App crashes when loading the dashboard view.
3169,0674-DGMAQ,2026-06-16,,other,medium,open,,General question about plan upgrade options.
3170,6203-HBZPA,2026-05-27,,other,medium,open,,Asked about cancellation policy and notice period.
3171,6203-HBZPA,2026-07-01,2026-07-01,other,high,closed,19.17,Provided feedback about the onboarding experience.
3172,0301-FIDRB,2026-07-28,,technical,low,open,,Reported repeated login failures over the past week.
3173,0301-FIDRB,2026-04-29,2026-04-29,other,low,closed,18.92,General question about plan upgrade options.
3174,4139-JPIAM,2026-05-25,2026-05-26,technical,high,closed,37.81,Feature X is not syncing data correctly.
3175,2181-TIDSV,2026-04-28,,other,low,open,,Provided feedback about the onboarding experience.
3176,2181-TIDSV,2026-04-25,2026-04-25,billing,high,closed,6.86,Requested a refund for a duplicate charge.
3177,2181-TIDSV,2026-03-27,,billing,medium,open,,Reported a failed payment and requested a retry.
3178,2761-XECQW,2026-05-26,2026-05-27,billing,medium,closed,46.21,Asked why the monthly charge increased without notice.
3179,2761-XECQW,2026-05-18,2026-05-19,technical,low,closed,44.09,App crashes when loading the dashboard view.
3180,9453-PATOS,2026-04-11,,billing,low,open,,Requested a refund for a duplicate charge.
3181,3348-CFRNX,2026-07-23,2026-07-24,technical,high,closed,41.08,App crashes when loading the dashboard view.
3182,3348-CFRNX,2026-06-15,2026-06-17,technical,low,closed,69.26,Requested help configuring an integration.
3183,3348-CFRNX,2026-05-02,2026-05-03,technical,medium,closed,25.62,Reported repeated login failures over the past week.
3184,2931-XIQBR,2026-06-18,,billing,medium,open,,Reported a failed payment and requested a retry.
3185,5542-TBBWB,2026-05-25,2026-05-25,technical,high,closed,12.36,Requested help configuring an integration.
3186,1930-QPBVZ,2026-04-13,2026-04-14,technical,low,closed,43.35,Reported repeated login failures over the past week.
3187,1930-QPBVZ,2026-06-04,,technical,low,open,,Requested help configuring an integration.
3188,5322-ZSMZY,2026-08-31,2026-09-01,technical,high,closed,28.37,App crashes when loading the dashboard view.
3189,5322-ZSMZY,2026-07-04,,billing,high,open,,Customer disputes a charge on their most recent invoice.
3190,5322-ZSMZY,2026-04-07,,billing,high,open,,Reported a failed payment and requested a retry.
3191,5322-ZSMZY,2026-09-06,2026-09-07,billing,low,closed,46.53,Asked why the monthly charge increased without notice.
3192,8059-UDZFY,2026-09-03,2026-09-03,other,medium,closed,17.81,General question about plan upgrade options.
3193,7740-BTPUX,2026-08-27,2026-08-27,other,medium,closed,4.62,Provided feedback about the onboarding experience.
3194,9435-JMLSX,2026-03-27,,billing,medium,open,,Asked why the monthly charge increased without notice.
3195,9435-JMLSX,2026-04-20,,billing,medium,open,,Customer disputes a charge on their most recent invoice.
3196,9435-JMLSX,2026-03-28,2026-03-29,technical,medium,closed,32.33,Feature X is not syncing data correctly.
3197,3352-ALMCK,2026-07-13,2026-07-14,technical,low,closed,34.07,Reported repeated login failures over the past week.
3198,3352-ALMCK,2026-04-10,,technical,medium,open,,Requested help configuring an integration.
3199,3352-ALMCK,2026-06-02,2026-06-03,other,medium,closed,36.81,General question about plan upgrade options.
3200,3352-ALMCK,2026-08-04,,technical,low,open,,Feature X is not syncing data correctly.
3201,3352-ALMCK,2026-05-16,2026-05-16,technical,low,closed,5.5,Feature X is not syncing data correctly.
3202,6313-GIDIT,2026-07-26,2026-07-26,billing,high,closed,15.71,Customer disputes a charge on their most recent invoice.
3203,4526-EXKKN,2026-04-10,2026-04-11,technical,medium,closed,45.39,Reported repeated login failures over the past week.
3204,4526-EXKKN,2026-06-07,2026-06-07,billing,high,closed,21.5,Requested a refund for a duplicate charge.
3205,3987-KQDDU,2026-07-22,2026-07-23,other,low,closed,36.22,General question about plan upgrade options.
3206,3404-JNXAX,2026-04-19,2026-04-19,technical,low,closed,5.41,App crashes when loading the dashboard view.
3207,3404-JNXAX,2026-07-08,,other,medium,open,,Provided feedback about the onboarding experience.
3208,3404-JNXAX,2026-06-06,2026-06-06,technical,medium,closed,16.55,Requested help configuring an integration.
3209,3404-JNXAX,2026-03-31,2026-04-01,other,high,closed,38.48,General question about plan upgrade options.
3210,3404-JNXAX,2026-04-21,2026-04-21,other,medium,closed,8.08,Provided feedback about the onboarding experience.
3211,5131-PONJI,2026-04-12,2026-04-12,billing,high,closed,21.95,Asked why the monthly charge increased without notice.
3212,3489-VSFRD,2026-08-18,,technical,low,open,,Feature X is not syncing data correctly.
3213,3489-VSFRD,2026-06-15,,billing,high,open,,Asked why the monthly charge increased without notice.
3214,3345-JHUEO,2026-09-08,,billing,medium,open,,Customer disputes a charge on their most recent invoice.
3215,5815-HGGHV,2026-07-28,2026-07-28,other,low,closed,15.78,Requested a copy of past invoices.
3216,2249-YPRNG,2026-05-24,,other,medium,open,,Provided feedback about the onboarding experience.
3217,4626-GYCZP,2026-07-18,,billing,medium,open,,Customer disputes a charge on their most recent invoice.
3218,4626-GYCZP,2026-03-28,2026-03-31,billing,low,closed,82.38,Customer disputes a charge on their most recent invoice.
3219,4626-GYCZP,2026-06-19,2026-06-20,billing,low,closed,41.5,Asked why the monthly charge increased without notice.
3220,5649-RXQTV,2026-05-07,,other,low,open,,Asked about cancellation policy and notice period.
3221,2674-MIAHT,2026-06-04,,billing,medium,open,,Asked why the monthly charge increased without notice.
3222,2576-HXMPA,2026-09-04,2026-09-05,technical,medium,closed,31.13,Feature X is not syncing data correctly.
3223,2576-HXMPA,2026-05-15,2026-05-15,technical,low,closed,17.51,Feature X is not syncing data correctly.
3224,2576-HXMPA,2026-06-16,2026-06-17,billing,medium,closed,36.23,Requested a refund for a duplicate charge.
3225,2576-HXMPA,2026-07-15,2026-07-15,billing,high,closed,20.12,Requested a refund for a duplicate charge.
3226,5590-BYNII,2026-08-12,,billing,high,open,,Asked why the monthly charge increased without notice.
3227,5590-BYNII,2026-04-05,2026-04-05,other,medium,closed,14.63,Requested a copy of past invoices.
3228,5590-BYNII,2026-09-02,,technical,medium,open,,Requested help configuring an integration.
3229,6898-MDLZW,2026-08-21,2026-08-22,other,low,closed,33.81,Asked about cancellation policy and notice period.
3230,6898-MDLZW,2026-04-16,2026-04-17,billing,medium,closed,37.23,Reported a failed payment and requested a retry.
3231,3237-AJGEH,2026-09-03,2026-09-04,technical,high,closed,42.03,Requested help configuring an integration.
3232,4707-YNOQA,2026-09-05,2026-09-05,billing,medium,closed,1.71,Customer disputes a charge on their most recent invoice.
3233,9357-UJRUN,2026-07-31,2026-08-01,other,medium,closed,41.77,Provided feedback about the onboarding experience.
3234,9357-UJRUN,2026-04-21,2026-04-21,billing,medium,closed,16.91,Customer disputes a charge on their most recent invoice.
3235,8648-PFRMP,2026-07-11,2026-07-12,technical,low,closed,40.77,Requested help configuring an integration.
3236,7663-CUXZB,2026-05-10,2026-05-10,billing,medium,closed,10.09,Reported a failed payment and requested a retry.
3237,7663-CUXZB,2026-07-18,,billing,medium,open,,Requested a refund for a duplicate charge.
3238,2815-CPTUL,2026-04-19,,billing,medium,open,,Asked why the monthly charge increased without notice.
3239,2815-CPTUL,2026-05-02,,technical,medium,open,,Reported repeated login failures over the past week.
3240,2815-CPTUL,2026-06-02,2026-06-03,technical,low,closed,34.78,App crashes when loading the dashboard view.
3241,0596-BQCEQ,2026-04-30,2026-04-30,technical,low,closed,4.81,App crashes when loading the dashboard view.
3242,1481-ZUWZA,2026-04-07,,billing,medium,open,,Customer disputes a charge on their most recent invoice.
3243,1481-ZUWZA,2026-05-10,2026-05-11,technical,medium,closed,25.93,App crashes when loading the dashboard view.
3244,3043-TYBNO,2026-05-12,,billing,low,open,,Asked why the monthly charge increased without notice.
3245,3043-TYBNO,2026-08-17,2026-08-18,billing,low,closed,30.65,Requested a refund for a duplicate charge.
3246,4830-FAXFM,2026-07-13,2026-07-14,other,medium,closed,35.29,Asked about cancellation policy and notice period.
3247,2960-NKRSO,2026-03-28,,other,high,open,,Asked about cancellation policy and notice period.
3248,2960-NKRSO,2026-07-15,2026-07-16,technical,medium,closed,39.73,Reported repeated login failures over the past week.
3249,2960-NKRSO,2026-05-14,,other,low,open,,General question about plan upgrade options.
3250,8996-ZROXE,2026-04-16,,technical,medium,open,,Requested help configuring an integration.
3251,5598-IKHQQ,2026-04-07,,technical,medium,open,,Requested help configuring an integration.
3252,0397-ZXWQF,2026-07-21,2026-07-21,technical,low,closed,22.66,Feature X is not syncing data correctly.
3253,0397-ZXWQF,2026-08-10,2026-08-11,other,low,closed,43.74,Asked about cancellation policy and notice period.
3254,4674-HGNUA,2026-06-11,2026-06-12,technical,medium,closed,28.97,Feature X is not syncing data correctly.
3255,4674-HGNUA,2026-07-07,,other,medium,open,,Requested a copy of past invoices.
3256,6765-MBQNU,2026-03-22,,technical,low,open,,App crashes when loading the dashboard view.
3257,6765-MBQNU,2026-04-03,2026-04-03,billing,low,closed,2.38,Customer disputes a charge on their most recent invoice.
3258,6765-MBQNU,2026-04-18,2026-04-19,technical,high,closed,42.86,Reported repeated login failures over the past week.
3259,6765-MBQNU,2026-03-29,2026-03-30,technical,medium,closed,24.07,App crashes when loading the dashboard view.
3260,1303-SRDOK,2026-05-30,2026-05-30,billing,medium,closed,2.71,Asked why the monthly charge increased without notice.
3261,3308-MHOOC,2026-05-13,2026-05-13,technical,medium,closed,8.58,App crashes when loading the dashboard view.
3262,3308-MHOOC,2026-04-10,,technical,medium,open,,Requested help configuring an integration.
3263,2309-OSFEU,2026-07-07,2026-07-08,technical,medium,closed,26.89,Requested help configuring an integration.
3264,2309-OSFEU,2026-08-21,,technical,low,open,,Feature X is not syncing data correctly.
3265,2309-OSFEU,2026-04-06,2026-04-09,billing,medium,closed,75.52,Requested a refund for a duplicate charge.
3266,2209-XADXF,2026-04-05,,other,low,open,,Requested a copy of past invoices.
3267,2209-XADXF,2026-09-13,,technical,medium,open,,Feature X is not syncing data correctly.
3268,2209-XADXF,2026-04-03,,technical,low,open,,Requested help configuring an integration.
3269,1891-FZYSA,2026-07-12,2026-07-13,other,low,closed,40.3,Asked about cancellation policy and notice period.
3270,1891-FZYSA,2026-04-24,2026-04-25,billing,medium,closed,26.16,Asked why the monthly charge increased without notice.
3271,1038-RQOST,2026-08-29,,other,high,open,,General question about plan upgrade options.
3272,7613-LLQFO,2026-05-12,2026-05-15,billing,medium,closed,82.73,Customer disputes a charge on their most recent invoice.
3273,7613-LLQFO,2026-04-13,,billing,medium,open,,Reported a failed payment and requested a retry.
3274,7613-LLQFO,2026-08-11,2026-08-12,billing,low,closed,37.58,Customer disputes a charge on their most recent invoice.
3275,4568-TTZRT,2026-03-27,,billing,low,open,,Asked why the monthly charge increased without notice.
3276,4568-TTZRT,2026-03-29,2026-03-30,other,low,closed,36.58,Provided feedback about the onboarding experience.
3277,4568-TTZRT,2026-06-06,2026-06-06,billing,medium,closed,17.75,Customer disputes a charge on their most recent invoice.
3278,4568-TTZRT,2026-04-27,2026-04-27,billing,low,closed,12.64,Asked why the monthly charge increased without notice.
3279,9513-DXHDA,2026-07-12,,technical,medium,open,,Requested help configuring an integration.
3280,2640-PMGFL,2026-06-02,2026-06-02,billing,low,closed,21.53,Requested a refund for a duplicate charge.
3281,2640-PMGFL,2026-08-24,,other,low,open,,Asked about cancellation policy and notice period.
3282,2640-PMGFL,2026-04-14,,billing,medium,open,,Asked why the monthly charge increased without notice.
3283,3801-HMYNL,2026-06-06,,technical,high,open,,App crashes when loading the dashboard view.
3284,3801-HMYNL,2026-05-17,2026-05-18,other,medium,closed,24.8,General question about plan upgrade options.
3285,3801-HMYNL,2026-04-10,,technical,high,open,,Requested help configuring an integration.
3286,9685-WKZGT,2026-08-31,2026-08-31,billing,low,closed,21.45,Requested a refund for a duplicate charge.
