ticket_id,customer_id,created_at,resolved_at,category,priority,status,resolution_time_hours,ticket_text
1095,CUST-001021,2026-07-12,2026-07-12,technical,medium,closed,2.41,App crashes when loading the dashboard view.
1096,CUST-001023,2026-07-30,2026-07-31,other,medium,closed,39.58,Requested a copy of past invoices.
1097,CUST-001023,2026-03-29,2026-03-30,other,medium,closed,43.64,Asked about cancellation policy and notice period.
1098,CUST-001025,2026-06-24,2026-06-25,billing,low,closed,35.92,Asked why the monthly charge increased without notice.
1099,CUST-001027,2026-07-06,2026-07-07,technical,high,closed,47.92,Reported repeated login failures over the past week.
1100,CUST-001027,2026-06-20,2026-06-21,technical,high,closed,24.58,Requested help configuring an integration.
1101,CUST-001029,2026-03-31,,billing,low,open,,Customer disputes a charge on their most recent invoice.
1102,CUST-001029,2026-05-09,,other,medium,open,,General question about plan upgrade options.
1103,CUST-001029,2026-03-22,2026-03-22,billing,medium,closed,6.81,Reported a failed payment and requested a retry.
1104,CUST-001030,2026-04-23,,billing,low,open,,Customer disputes a charge on their most recent invoice.
1105,CUST-001030,2026-07-13,2026-07-15,technical,medium,closed,64.84,Reported repeated login failures over the past week.
1106,CUST-001031,2026-05-19,2026-05-19,technical,medium,closed,15.4,App crashes when loading the dashboard view.
1107,CUST-001033,2026-06-11,2026-06-12,technical,low,closed,24.98,Requested help configuring an integration.
1108,CUST-001035,2026-04-12,2026-04-12,billing,medium,closed,18.52,Asked why the monthly charge increased without notice.
1109,CUST-001035,2026-03-23,2026-03-24,billing,medium,closed,41.48,Requested a refund for a duplicate charge.
1110,CUST-001035,2026-09-10,,technical,medium,open,,Requested help configuring an integration.
1111,CUST-001036,2026-03-22,,other,medium,open,,General question about plan upgrade options.
1112,CUST-001037,2026-05-13,2026-05-13,other,medium,closed,19.58,Provided feedback about the onboarding experience.
1113,CUST-001037,2026-04-15,2026-04-15,billing,low,closed,19.47,Customer disputes a charge on their most recent invoice.
1114,CUST-001039,2026-03-27,2026-03-27,technical,medium,closed,19.76,App crashes when loading the dashboard view.
1115,CUST-001039,2026-03-23,2026-03-23,technical,high,closed,8.7,Requested help configuring an integration.
1116,CUST-001040,2026-04-24,,billing,high,open,,Customer disputes a charge on their most recent invoice.
1117,CUST-001041,2026-07-11,2026-07-12,other,low,closed,29.19,Requested a copy of past invoices.
1118,CUST-001041,2026-03-28,2026-03-29,other,medium,closed,30.43,Provided feedback about the onboarding experience.
1119,CUST-001043,2026-08-02,,other,medium,open,,General question about plan upgrade options.
1120,CUST-001044,2026-07-25,,billing,medium,open,,Requested a refund for a duplicate charge.
1121,CUST-001045,2026-05-28,,technical,low,open,,Reported repeated login failures over the past week.
1122,CUST-001045,2026-06-28,2026-06-28,technical,low,closed,19.25,Requested help configuring an integration.
1123,CUST-001045,2026-06-13,2026-06-14,other,high,closed,46.38,Asked about cancellation policy and notice period.
1124,CUST-001046,2026-06-07,2026-06-07,technical,medium,closed,19.81,App crashes when loading the dashboard view.
1125,CUST-001046,2026-05-24,2026-05-25,billing,low,closed,28.88,Requested a refund for a duplicate charge.
1126,CUST-001047,2026-07-12,,billing,medium,open,,Asked why the monthly charge increased without notice.
1127,CUST-001049,2026-07-05,2026-07-06,technical,medium,closed,28.59,Feature X is not syncing data correctly.
1128,CUST-001052,2026-03-30,2026-03-30,technical,low,closed,22.68,Feature X is not syncing data correctly.
1129,CUST-001052,2026-08-22,,billing,low,open,,Customer disputes a charge on their most recent invoice.
1130,CUST-001053,2026-04-26,,other,high,open,,Asked about cancellation policy and notice period.
1131,CUST-001053,2026-03-25,,technical,medium,open,,Feature X is not syncing data correctly.
1132,CUST-001056,2026-04-22,2026-04-22,billing,high,closed,20.8,Customer disputes a charge on their most recent invoice.
1133,CUST-001058,2026-07-06,,technical,medium,open,,Reported repeated login failures over the past week.
1134,CUST-001059,2026-03-30,2026-03-31,technical,high,closed,30.43,Feature X is not syncing data correctly.
1135,CUST-001060,2026-05-31,2026-06-01,billing,low,closed,44.53,Reported a failed payment and requested a retry.
1136,CUST-001061,2026-07-18,2026-07-19,technical,medium,closed,44.98,Feature X is not syncing data correctly.
1137,CUST-001062,2026-06-10,2026-06-11,other,low,closed,25.7,Provided feedback about the onboarding experience.
1138,CUST-001063,2026-09-06,2026-09-06,technical,medium,closed,15.27,Requested help configuring an integration.
1139,CUST-001063,2026-08-24,2026-08-24,billing,medium,closed,5.21,Reported a failed payment and requested a retry.
1140,CUST-001064,2026-03-22,2026-03-23,billing,medium,closed,34.87,Customer disputes a charge on their most recent invoice.
1141,CUST-001065,2026-08-25,2026-08-26,billing,low,closed,28.17,Asked why the monthly charge increased without notice.
1142,CUST-001066,2026-07-29,,other,low,open,,Asked about cancellation policy and notice period.
1143,CUST-001067,2026-04-22,2026-04-23,other,medium,closed,33.13,Asked about cancellation policy and notice period.
1144,CUST-001068,2026-04-23,,technical,medium,open,,Feature X is not syncing data correctly.
1145,CUST-001069,2026-09-05,,technical,medium,open,,Requested help configuring an integration.
1146,CUST-001069,2026-04-29,,billing,medium,open,,Asked why the monthly charge increased without notice.
1147,CUST-001070,2026-05-06,2026-05-07,technical,medium,closed,30.08,Requested help configuring an integration.
1148,CUST-001071,2026-03-29,2026-03-30,billing,medium,closed,39.11,Reported a failed payment and requested a retry.
1149,CUST-001072,2026-04-19,2026-04-20,billing,medium,closed,24.25,Reported a failed payment and requested a retry.
1150,CUST-001072,2026-08-05,,billing,high,open,,Requested a refund for a duplicate charge.
1151,CUST-001072,2026-08-01,2026-08-01,other,low,closed,9.53,Requested a copy of past invoices.
1152,CUST-001076,2026-08-30,,technical,medium,open,,Feature X is not syncing data correctly.
1153,CUST-001077,2026-08-17,,technical,high,open,,Reported repeated login failures over the past week.
1154,CUST-001078,2026-08-31,,billing,low,open,,Requested a refund for a duplicate charge.
1155,CUST-001078,2026-06-30,,technical,high,open,,App crashes when loading the dashboard view.
1156,CUST-001078,2026-09-11,2026-09-11,billing,medium,closed,1.52,Customer disputes a charge on their most recent invoice.
1157,CUST-001078,2026-05-27,2026-05-28,billing,high,closed,40.83,Asked why the monthly charge increased without notice.
1158,CUST-001078,2026-05-12,2026-05-15,billing,medium,closed,82.04,Requested a refund for a duplicate charge.
1159,CUST-001078,2026-03-29,2026-03-31,technical,medium,closed,64.26,Reported repeated login failures over the past week.
1160,CUST-001081,2026-06-09,,billing,medium,open,,Customer disputes a charge on their most recent invoice.
1161,CUST-001081,2026-07-10,2026-07-12,billing,medium,closed,63.59,Asked why the monthly charge increased without notice.
1162,CUST-001082,2026-06-07,2026-06-07,other,medium,closed,12.77,Asked about cancellation policy and notice period.
1163,CUST-001085,2026-04-21,2026-04-22,billing,low,closed,29.39,Reported a failed payment and requested a retry.
1164,CUST-001085,2026-06-22,,billing,medium,open,,Asked why the monthly charge increased without notice.
1165,CUST-001085,2026-07-07,2026-07-07,technical,medium,closed,12.56,Feature X is not syncing data correctly.
1166,CUST-001087,2026-04-18,2026-04-19,technical,low,closed,36.14,App crashes when loading the dashboard view.
1167,CUST-001087,2026-07-07,2026-07-07,billing,medium,closed,1.92,Reported a failed payment and requested a retry.
1168,CUST-001088,2026-04-24,2026-04-24,technical,high,closed,11.02,Feature X is not syncing data correctly.
1169,CUST-001088,2026-09-03,2026-09-04,billing,high,closed,37.05,Reported a failed payment and requested a retry.
1170,CUST-001089,2026-04-11,2026-04-11,billing,medium,closed,18.08,Customer disputes a charge on their most recent invoice.
1171,CUST-001090,2026-04-25,,technical,low,open,,Reported repeated login failures over the past week.
1172,CUST-001091,2026-04-24,2026-04-25,technical,low,closed,47.57,Requested help configuring an integration.
1173,CUST-001091,2026-08-16,2026-08-19,billing,medium,closed,81.68,Reported a failed payment and requested a retry.
1174,CUST-001092,2026-06-27,,technical,high,open,,Reported repeated login failures over the past week.
1175,CUST-001092,2026-06-19,2026-06-20,other,medium,closed,42.14,General question about plan upgrade options.
1176,CUST-001094,2026-04-22,2026-04-23,technical,high,closed,46.29,Feature X is not syncing data correctly.
1177,CUST-001096,2026-03-31,2026-04-02,billing,medium,closed,50.71,Reported a failed payment and requested a retry.
1178,CUST-001096,2026-09-04,2026-09-07,technical,low,closed,72.49,Feature X is not syncing data correctly.
1179,CUST-001096,2026-05-23,,billing,low,open,,Reported a failed payment and requested a retry.
1180,CUST-001098,2026-03-24,2026-03-25,billing,low,closed,27.19,Reported a failed payment and requested a retry.
1181,CUST-001099,2026-07-07,2026-07-07,billing,high,closed,16.61,Requested a refund for a duplicate charge.
1182,CUST-001100,2026-04-21,2026-04-23,technical,high,closed,52.59,Feature X is not syncing data correctly.
1183,CUST-001100,2026-09-03,2026-09-04,billing,medium,closed,44.91,Asked why the monthly charge increased without notice.
1184,CUST-001102,2026-04-23,2026-04-23,technical,medium,closed,10.74,Reported repeated login failures over the past week.
1185,CUST-001102,2026-04-03,2026-04-04,billing,low,closed,35.35,Reported a failed payment and requested a retry.
1186,CUST-001103,2026-08-01,2026-08-02,billing,medium,closed,38.02,Customer disputes a charge on their most recent invoice.
1187,CUST-001104,2026-06-05,2026-06-05,billing,medium,closed,10.21,Reported a failed payment and requested a retry.
1188,CUST-001104,2026-06-06,,technical,high,open,,Reported repeated login failures over the past week.
1189,CUST-001105,2026-04-23,,billing,medium,open,,Reported a failed payment and requested a retry.
1190,CUST-001105,2026-09-07,2026-09-07,billing,high,closed,6.66,Requested a refund for a duplicate charge.
1191,CUST-001105,2026-04-12,2026-04-14,billing,medium,closed,62.41,Asked why the monthly charge increased without notice.
1192,CUST-001106,2026-08-20,2026-08-20,billing,medium,closed,19.14,Asked why the monthly charge increased without notice.
1193,CUST-001106,2026-06-21,,technical,high,open,,Feature X is not syncing data correctly.
1194,CUST-001107,2026-07-08,,other,medium,open,,Provided feedback about the onboarding experience.
1195,CUST-001107,2026-05-12,2026-05-15,billing,medium,closed,78.23,Requested a refund for a duplicate charge.
1196,CUST-001107,2026-03-28,2026-03-31,technical,medium,closed,73.64,Reported repeated login failures over the past week.
1197,CUST-001107,2026-09-09,2026-09-12,billing,medium,closed,78.82,Asked why the monthly charge increased without notice.
1198,CUST-001108,2026-05-08,2026-05-08,technical,medium,closed,12.92,Requested help configuring an integration.
1199,CUST-001108,2026-06-03,2026-06-03,other,low,closed,10.54,Provided feedback about the onboarding experience.
1200,CUST-001109,2026-05-24,,technical,medium,open,,Requested help configuring an integration.
1201,CUST-001110,2026-08-22,2026-08-22,other,high,closed,7.89,Requested a copy of past invoices.
1202,CUST-001110,2026-05-14,,other,low,open,,Asked about cancellation policy and notice period.
1203,CUST-001110,2026-04-20,2026-04-21,other,medium,closed,46.57,Requested a copy of past invoices.
1204,CUST-001110,2026-06-01,2026-06-01,technical,high,closed,4.86,Feature X is not syncing data correctly.
1205,CUST-001112,2026-06-25,2026-06-26,technical,low,closed,42.22,Feature X is not syncing data correctly.
1206,CUST-001112,2026-07-21,2026-07-22,technical,medium,closed,42.89,Reported repeated login failures over the past week.
1207,CUST-001113,2026-05-16,2026-05-17,other,medium,closed,35.82,General question about plan upgrade options.
1208,CUST-001113,2026-09-13,,technical,high,open,,Feature X is not syncing data correctly.
1209,CUST-001117,2026-05-27,2026-05-27,billing,medium,closed,11.95,Reported a failed payment and requested a retry.
1210,CUST-001118,2026-08-28,,other,medium,open,,Asked about cancellation policy and notice period.
1211,CUST-001119,2026-05-18,2026-05-20,technical,low,closed,62.1,App crashes when loading the dashboard view.
1212,CUST-001120,2026-04-12,2026-04-13,technical,high,closed,29.81,Feature X is not syncing data correctly.
1213,CUST-001120,2026-05-10,,billing,medium,open,,Reported a failed payment and requested a retry.
1214,CUST-001121,2026-05-25,2026-05-26,billing,medium,closed,42.7,Asked why the monthly charge increased without notice.
1215,CUST-001122,2026-06-12,2026-06-13,other,high,closed,41.17,Requested a copy of past invoices.
1216,CUST-001123,2026-04-06,2026-04-07,billing,high,closed,43.42,Asked why the monthly charge increased without notice.
1217,CUST-001123,2026-08-21,2026-08-21,technical,low,closed,16.73,Requested help configuring an integration.
1218,CUST-001125,2026-09-03,2026-09-03,technical,low,closed,11.07,Requested help configuring an integration.
1219,CUST-001125,2026-06-29,2026-06-29,technical,low,closed,14.19,Reported repeated login failures over the past week.
1220,CUST-001126,2026-06-16,,billing,high,open,,Asked why the monthly charge increased without notice.
1221,CUST-001127,2026-07-03,,technical,medium,open,,Feature X is not syncing data correctly.
1222,CUST-001127,2026-04-19,2026-04-19,billing,medium,closed,18.81,Customer disputes a charge on their most recent invoice.
1223,CUST-001127,2026-03-30,2026-03-30,other,medium,closed,11.2,General question about plan upgrade options.
1224,CUST-001127,2026-07-07,2026-07-09,billing,low,closed,68.02,Customer disputes a charge on their most recent invoice.
1225,CUST-001127,2026-08-04,2026-08-04,other,high,closed,21.96,Asked about cancellation policy and notice period.
1226,CUST-001127,2026-05-04,2026-05-06,other,medium,closed,69.35,Requested a copy of past invoices.
1227,CUST-001128,2026-05-30,2026-05-31,technical,medium,closed,45.79,Reported repeated login failures over the past week.
1228,CUST-001131,2026-09-13,2026-09-13,technical,medium,closed,6.69,Feature X is not syncing data correctly.
1229,CUST-001133,2026-07-23,,billing,medium,open,,Asked why the monthly charge increased without notice.
1230,CUST-001133,2026-08-04,,billing,low,open,,Asked why the monthly charge increased without notice.
1231,CUST-001133,2026-09-08,,other,low,open,,Requested a copy of past invoices.
1232,CUST-001134,2026-03-30,,other,medium,open,,Asked about cancellation policy and notice period.
1233,CUST-001134,2026-07-24,,technical,medium,open,,App crashes when loading the dashboard view.
1234,CUST-001136,2026-05-27,2026-05-28,billing,medium,closed,46.65,Requested a refund for a duplicate charge.
1235,CUST-001136,2026-03-22,,other,low,open,,Requested a copy of past invoices.
1236,CUST-001137,2026-07-01,2026-07-02,billing,low,closed,26.37,Requested a refund for a duplicate charge.
1237,CUST-001138,2026-05-07,2026-05-10,other,medium,closed,75.09,Asked about cancellation policy and notice period.
1238,CUST-001138,2026-04-04,2026-04-06,technical,medium,closed,64.6,Requested help configuring an integration.
1239,CUST-001138,2026-04-17,2026-04-19,technical,medium,closed,49.05,Requested help configuring an integration.
1240,CUST-001138,2026-07-28,,technical,low,open,,Feature X is not syncing data correctly.
1241,CUST-001139,2026-08-05,2026-08-05,technical,medium,closed,10.12,Requested help configuring an integration.
1242,CUST-001139,2026-09-11,,other,low,open,,Provided feedback about the onboarding experience.
1243,CUST-001140,2026-06-16,2026-06-17,technical,low,closed,39.64,Reported repeated login failures over the past week.
1244,CUST-001141,2026-09-01,,technical,medium,open,,Feature X is not syncing data correctly.
1245,CUST-001141,2026-03-26,,billing,medium,open,,Customer disputes a charge on their most recent invoice.
1246,CUST-001142,2026-08-15,2026-08-16,billing,medium,closed,25.41,Requested a refund for a duplicate charge.
1247,CUST-001146,2026-07-22,2026-07-23,other,medium,closed,25.66,General question about plan upgrade options.
1248,CUST-001148,2026-06-14,,billing,medium,open,,Reported a failed payment and requested a retry.
1249,CUST-001149,2026-05-07,,billing,high,open,,Customer disputes a charge on their most recent invoice.
1250,CUST-001149,2026-07-22,,billing,low,open,,Customer disputes a charge on their most recent invoice.
1251,CUST-001149,2026-07-01,,other,medium,open,,Asked about cancellation policy and notice period.
1252,CUST-001150,2026-08-08,2026-08-09,other,medium,closed,25.93,General question about plan upgrade options.
1253,CUST-001152,2026-05-14,2026-05-15,billing,high,closed,34.4,Customer disputes a charge on their most recent invoice.
1254,CUST-001152,2026-08-02,2026-08-02,technical,low,closed,17.09,Reported repeated login failures over the past week.
1255,CUST-001153,2026-04-20,,billing,low,open,,Customer disputes a charge on their most recent invoice.
1256,CUST-001154,2026-03-25,2026-03-25,technical,medium,closed,7.61,App crashes when loading the dashboard view.
1257,CUST-001156,2026-05-22,,billing,medium,open,,Reported a failed payment and requested a retry.
1258,CUST-001157,2026-05-18,2026-05-18,technical,low,closed,1.84,Reported repeated login failures over the past week.
1259,CUST-001157,2026-05-02,2026-05-03,technical,medium,closed,36.87,Feature X is not syncing data correctly.
1260,CUST-001159,2026-08-26,,technical,medium,open,,Feature X is not syncing data correctly.
1261,CUST-001160,2026-07-01,2026-07-01,billing,low,closed,5.64,Reported a failed payment and requested a retry.
1262,CUST-001160,2026-04-24,2026-04-24,other,high,closed,8.04,General question about plan upgrade options.
1263,CUST-001163,2026-08-27,2026-08-27,other,low,closed,4.59,Provided feedback about the onboarding experience.
1264,CUST-001164,2026-08-26,2026-08-26,technical,high,closed,6.1,App crashes when loading the dashboard view.
1265,CUST-001167,2026-04-04,,technical,low,open,,Feature X is not syncing data correctly.
1266,CUST-001167,2026-09-05,2026-09-06,billing,low,closed,44.2,Requested a refund for a duplicate charge.
1267,CUST-001168,2026-09-13,2026-09-14,technical,high,closed,26.69,Requested help configuring an integration.
1268,CUST-001168,2026-04-24,,billing,low,open,,Requested a refund for a duplicate charge.
1269,CUST-001169,2026-07-07,2026-07-08,billing,high,closed,25.75,Asked why the monthly charge increased without notice.
1270,CUST-001170,2026-05-24,,technical,low,open,,App crashes when loading the dashboard view.
1271,CUST-001170,2026-09-11,2026-09-11,technical,low,closed,18.14,App crashes when loading the dashboard view.
1272,CUST-001171,2026-04-17,,other,low,open,,General question about plan upgrade options.
1273,CUST-001171,2026-04-15,2026-04-15,billing,medium,closed,9.9,Reported a failed payment and requested a retry.
1274,CUST-001171,2026-06-19,2026-06-19,billing,low,closed,20.72,Requested a refund for a duplicate charge.
1275,CUST-001171,2026-08-20,2026-08-21,technical,medium,closed,43.08,App crashes when loading the dashboard view.
1276,CUST-001176,2026-08-31,2026-08-31,other,low,closed,2.84,Provided feedback about the onboarding experience.
1277,CUST-001177,2026-08-11,,billing,medium,open,,Customer disputes a charge on their most recent invoice.
1278,CUST-001177,2026-08-18,,technical,low,open,,Requested help configuring an integration.
1279,CUST-001177,2026-06-11,2026-06-12,billing,high,closed,44.53,Requested a refund for a duplicate charge.
1280,CUST-001177,2026-05-18,2026-05-19,billing,medium,closed,43.3,Requested a refund for a duplicate charge.
1281,CUST-001177,2026-07-21,2026-07-21,billing,low,closed,13.59,Reported a failed payment and requested a retry.
1282,CUST-001178,2026-07-14,2026-07-15,other,low,closed,31.65,Requested a copy of past invoices.
1283,CUST-001179,2026-09-06,2026-09-07,other,medium,closed,29.75,Asked about cancellation policy and notice period.
1284,CUST-001180,2026-08-06,,other,low,open,,Provided feedback about the onboarding experience.
1285,CUST-001180,2026-08-03,2026-08-04,billing,medium,closed,44.32,Customer disputes a charge on their most recent invoice.
1286,CUST-001181,2026-05-17,2026-05-18,other,low,closed,42.73,Requested a copy of past invoices.
1287,CUST-001183,2026-07-17,,billing,medium,open,,Reported a failed payment and requested a retry.
1288,CUST-001184,2026-04-24,2026-04-24,billing,medium,closed,22.87,Asked why the monthly charge increased without notice.
1289,CUST-001185,2026-07-04,2026-07-04,billing,medium,closed,20.52,Asked why the monthly charge increased without notice.
1290,CUST-001185,2026-04-15,2026-04-18,other,high,closed,77.82,Asked about cancellation policy and notice period.
1291,CUST-001185,2026-08-14,2026-08-15,technical,high,closed,39.26,App crashes when loading the dashboard view.
1292,CUST-001187,2026-05-07,,other,medium,open,,Asked about cancellation policy and notice period.
1293,CUST-001188,2026-06-27,2026-06-28,other,low,closed,25.87,General question about plan upgrade options.
1294,CUST-001188,2026-05-21,2026-05-21,billing,high,closed,12.3,Requested a refund for a duplicate charge.
1295,CUST-001189,2026-08-26,2026-08-27,billing,high,closed,34.09,Customer disputes a charge on their most recent invoice.
1296,CUST-001191,2026-07-18,2026-07-19,other,low,closed,44.73,General question about plan upgrade options.
1297,CUST-001192,2026-06-12,,technical,medium,open,,App crashes when loading the dashboard view.
1298,CUST-001193,2026-04-12,,technical,medium,open,,Feature X is not syncing data correctly.
1299,CUST-001193,2026-03-30,2026-03-31,technical,high,closed,29.95,App crashes when loading the dashboard view.
1300,CUST-001194,2026-05-04,2026-05-04,billing,low,closed,6.41,Reported a failed payment and requested a retry.
1301,CUST-001196,2026-08-27,,technical,low,open,,Feature X is not syncing data correctly.
1302,CUST-001196,2026-06-04,2026-06-05,other,medium,closed,25.44,General question about plan upgrade options.
1303,CUST-001198,2026-07-26,2026-07-27,technical,high,closed,46.28,Reported repeated login failures over the past week.
1304,CUST-001201,2026-08-16,2026-08-16,other,low,closed,3.1,General question about plan upgrade options.
1305,CUST-001202,2026-04-28,,billing,low,open,,Asked why the monthly charge increased without notice.
1306,CUST-001202,2026-05-21,2026-05-21,billing,medium,closed,13.76,Asked why the monthly charge increased without notice.
1307,CUST-001205,2026-08-02,2026-08-03,other,medium,closed,26.05,General question about plan upgrade options.
1308,CUST-001206,2026-05-19,2026-05-19,other,medium,closed,23.86,Provided feedback about the onboarding experience.
1309,CUST-001209,2026-07-25,,technical,medium,open,,Feature X is not syncing data correctly.
1310,CUST-001211,2026-06-10,2026-06-10,billing,low,closed,23.43,Customer disputes a charge on their most recent invoice.
1311,CUST-001212,2026-08-05,2026-08-05,billing,medium,closed,12.06,Requested a refund for a duplicate charge.
1312,CUST-001212,2026-06-21,2026-06-22,billing,medium,closed,47.94,Customer disputes a charge on their most recent invoice.
1313,CUST-001213,2026-07-07,,billing,medium,open,,Asked why the monthly charge increased without notice.
1314,CUST-001214,2026-04-26,2026-04-26,other,low,closed,12.48,General question about plan upgrade options.
1315,CUST-001217,2026-05-01,2026-05-02,billing,high,closed,40.1,Reported a failed payment and requested a retry.
1316,CUST-001219,2026-05-18,2026-05-18,technical,medium,closed,4.08,Feature X is not syncing data correctly.
1317,CUST-001220,2026-06-22,,other,medium,open,,Provided feedback about the onboarding experience.
1318,CUST-001220,2026-04-11,2026-04-12,billing,low,closed,39.44,Asked why the monthly charge increased without notice.
1319,CUST-001221,2026-05-21,,billing,medium,open,,Reported a failed payment and requested a retry.
1320,CUST-001223,2026-04-05,2026-04-05,billing,high,closed,16.14,Asked why the monthly charge increased without notice.
1321,CUST-001225,2026-06-05,,billing,medium,open,,Asked why the monthly charge increased without notice.
1322,CUST-001227,2026-04-14,,other,medium,open,,Provided feedback about the onboarding experience.
1323,CUST-001227,2026-07-11,,billing,high,open,,Requested a refund for a duplicate charge.
1324,CUST-001227,2026-04-28,2026-04-29,technical,medium,closed,36.23,App crashes when loading the dashboard view.
1325,CUST-001228,2026-06-24,2026-06-25,other,medium,closed,25.37,Provided feedback about the onboarding experience.
1326,CUST-001228,2026-07-19,,billing,medium,open,,Requested a refund for a duplicate charge.
1327,CUST-001228,2026-05-07,,other,medium,open,,Requested a copy of past invoices.
1328,CUST-001229,2026-03-25,2026-03-26,other,medium,closed,32.45,General question about plan upgrade options.
1329,CUST-001229,2026-04-02,2026-04-02,other,medium,closed,7.0,Requested a copy of past invoices.
1330,CUST-001229,2026-08-19,,other,medium,open,,Asked about cancellation policy and notice period.
1331,CUST-001229,2026-06-06,2026-06-07,technical,high,closed,43.15,Reported repeated login failures over the past week.
1332,CUST-001229,2026-05-29,2026-06-01,other,high,closed,76.76,Asked about cancellation policy and notice period.
1333,CUST-001230,2026-08-25,2026-08-26,technical,medium,closed,35.67,Reported repeated login failures over the past week.
1334,CUST-001231,2026-04-12,2026-04-14,technical,medium,closed,68.55,Feature X is not syncing data correctly.
1335,CUST-001231,2026-05-26,2026-05-29,technical,high,closed,79.89,Feature X is not syncing data correctly.
1336,CUST-001231,2026-08-18,2026-08-21,other,medium,closed,73.58,Asked about cancellation policy and notice period.
1337,CUST-001232,2026-06-24,2026-06-24,other,medium,closed,11.85,General question about plan upgrade options.
1338,CUST-001233,2026-03-25,,billing,medium,open,,Reported a failed payment and requested a retry.
1339,CUST-001235,2026-06-21,2026-06-22,technical,high,closed,24.42,Reported repeated login failures over the past week.
1340,CUST-001235,2026-09-05,,billing,high,open,,Customer disputes a charge on their most recent invoice.
1341,CUST-001237,2026-08-21,,other,medium,open,,Requested a copy of past invoices.
1342,CUST-001237,2026-04-18,2026-04-20,billing,medium,closed,70.2,Requested a refund for a duplicate charge.
1343,CUST-001237,2026-04-01,,billing,medium,open,,Customer disputes a charge on their most recent invoice.
1344,CUST-001237,2026-04-09,2026-04-11,technical,medium,closed,54.13,Requested help configuring an integration.
1345,CUST-001237,2026-07-17,2026-07-19,billing,medium,closed,51.57,Customer disputes a charge on their most recent invoice.
1346,CUST-001238,2026-07-11,2026-07-12,technical,low,closed,47.93,App crashes when loading the dashboard view.
1347,CUST-001238,2026-08-06,2026-08-06,technical,medium,closed,19.4,Requested help configuring an integration.
1348,CUST-001240,2026-07-14,2026-07-14,billing,low,closed,8.22,Asked why the monthly charge increased without notice.
1349,CUST-001240,2026-03-25,2026-03-25,billing,medium,closed,19.82,Requested a refund for a duplicate charge.
1350,CUST-001242,2026-04-06,,billing,high,open,,Requested a refund for a duplicate charge.
1351,CUST-001242,2026-06-21,,other,medium,open,,Provided feedback about the onboarding experience.
1352,CUST-001243,2026-09-15,2026-09-16,billing,low,closed,31.67,Requested a refund for a duplicate charge.
1353,CUST-001243,2026-05-26,2026-05-27,billing,medium,closed,31.97,Requested a refund for a duplicate charge.
1354,CUST-001245,2026-04-14,2026-04-14,billing,low,closed,17.05,Reported a failed payment and requested a retry.
1355,CUST-001246,2026-06-05,2026-06-06,billing,medium,closed,41.24,Requested a refund for a duplicate charge.
1356,CUST-001246,2026-04-18,2026-04-18,technical,low,closed,17.95,Reported repeated login failures over the past week.
1357,CUST-001247,2026-04-29,2026-04-29,billing,low,closed,20.98,Asked why the monthly charge increased without notice.
1358,CUST-001247,2026-05-16,,other,medium,open,,Asked about cancellation policy and notice period.
1359,CUST-001247,2026-06-16,2026-06-17,billing,high,closed,38.52,Requested a refund for a duplicate charge.
1360,CUST-001248,2026-08-05,2026-08-05,other,low,closed,14.36,Requested a copy of past invoices.
1361,CUST-001248,2026-08-06,2026-08-06,technical,medium,closed,21.28,App crashes when loading the dashboard view.
1362,CUST-001248,2026-09-05,2026-09-05,other,low,closed,9.12,Asked about cancellation policy and notice period.
1363,CUST-001249,2026-03-24,2026-03-25,other,low,closed,42.37,Requested a copy of past invoices.
1364,CUST-001250,2026-04-02,2026-04-02,other,low,closed,20.42,Asked about cancellation policy and notice period.
1365,CUST-001250,2026-04-19,2026-04-19,technical,medium,closed,12.88,Reported repeated login failures over the past week.
1366,CUST-001251,2026-07-30,2026-07-30,other,low,closed,10.33,General question about plan upgrade options.
1367,CUST-001251,2026-03-31,2026-04-02,technical,low,closed,52.11,App crashes when loading the dashboard view.
1368,CUST-001253,2026-08-29,2026-08-30,other,low,closed,31.79,Asked about cancellation policy and notice period.
1369,CUST-001256,2026-04-10,,technical,medium,open,,Feature X is not syncing data correctly.
1370,CUST-001257,2026-06-08,2026-06-08,other,low,closed,2.04,Requested a copy of past invoices.
1371,CUST-001257,2026-03-24,,other,low,open,,Provided feedback about the onboarding experience.
1372,CUST-001258,2026-03-25,2026-03-25,technical,medium,closed,23.94,App crashes when loading the dashboard view.
1373,CUST-001258,2026-05-11,,technical,medium,open,,Feature X is not syncing data correctly.
1374,CUST-001258,2026-08-04,2026-08-04,other,low,closed,20.06,Requested a copy of past invoices.
1375,CUST-001260,2026-04-19,2026-04-20,technical,high,closed,30.81,Reported repeated login failures over the past week.
1376,CUST-001260,2026-07-18,2026-07-18,technical,medium,closed,23.83,Reported repeated login failures over the past week.
1377,CUST-001261,2026-06-09,2026-06-09,billing,high,closed,8.41,Asked why the monthly charge increased without notice.
1378,CUST-001263,2026-07-23,2026-07-24,billing,high,closed,40.64,Customer disputes a charge on their most recent invoice.
1379,CUST-001265,2026-04-20,,technical,low,open,,Reported repeated login failures over the past week.
1380,CUST-001266,2026-07-29,2026-07-30,other,high,closed,46.81,Asked about cancellation policy and notice period.
1381,CUST-001268,2026-04-15,,technical,medium,open,,Requested help configuring an integration.
1382,CUST-001268,2026-04-24,2026-04-25,technical,high,closed,38.09,Requested help configuring an integration.
